s_name	s_LMA	s_Nmass	s_Pmass	s_wsg	s_dbhmax	s_hmax	s_ah	s_seedmass	s_regionalfreq	s_tlp	s_leafarea
Diospyros_sericea	78.90263408994232	0.02219873282703497	8.291543308810832e-4	0.6832751262626262	0.405067	39.44219567280876	0.21780941222317676	1	0.0019723865877712	-1.6592478117906488	7
Diploon_cuspidatum	79.00551224205347	0.02318594006909091	5.060666666666666e-4	0.85	0.4620626500000001	39.7398776492126	0.212691560278209	1	0.0019723865877712	-1.5965595368067185	32.42732011251054
Diplotropis_purpurea	84.5641899477737	0.02659028129733333	0.00108554862349999	0.7988782192559084	0.6605	41.44893498010404	0.21486622626011595	1	0.0019723865877712	-1.6830183157721237	50.04569032301453
Diplotropis_triloba	83.40388001532257	0.0331	7.3e-4	0.6975897435897436	0.5105	41.770294559966736	0.21815250920330737	1	0.0019723865877712	-1.6430880772453902	30
Dipteryx_odorata	115.40466090795786	0.02222036519999999	6.705666666666667e-4	0.9228919173157896	0.9819125	50.82243939523697	0.2669146912152105	1	0.0019723865877712	-1.740916284500139	65.62666666666667
Doliocarpus_brevipedicellatus	82.06758340255746	0.01986722047438612	7.956711427007221e-4	0.6407385034283267	0.44861982	39.25965549651537	0.2394721171700841	1	0.0019723865877712	-1.674465518710937	83.39227483188859
Doliocarpus_dentatus	90.32896159236364	0.0146906737325	7.9e-4	0.5121967348094423	0.405921065	39.32636668640345	0.23009103772142128	1	0.0019723865877712	-1.6690350131295395	37.981670491827046
Doliocarpus_spatulifolius	83.37108262328542	0.01977276478538283	8.151976792767927e-4	0.6407385034283267	0.4208018750000001	38.59162415684416	0.241523987321663	1	0.0019723865877712	-1.704426496272002	95
Drypetes_variabilis	105.78079398432172	0.02055276761538461	7.322079999999999e-4	0.732877490235294	0.27208849999999996	40.88849320378109	0.26342204771633654	1	0.0019723865877712	-2.00345454545455	70.77674074074072
Duguetia_echinophora	62.92148469720805	0.03240969785714286	0.00102098562034897	0.7319821787658249	0.363	41.86467310975873	0.25339603014496204	1	0.0019723865877712	-1.7127089626011118	44.887738095238085
Duroia_macrophylla	80.09653315304514	0.01989999999999999	8.15403092253868e-4	0.7646000000000001	0.3278753649999999	33.029665482764344	0.25368516019444537	1	0.0019723865877712	-1.6558434510283695	550
Ecclinusa_ramiflora	100.05044499530284	0.01899825281818181	6.639295113092344e-4	0.9260165435683214	0.31764999999999954	48.03754091446879	0.2663529495412204	1	0.0019723865877712	-1.6268510181363296	139.27562846820564
Elissarrhena_longipes	74.92336044412843	0.02181284233717101	9.178658432499368e-4	0.6407385034283267	0.5031768100000001	38.22703923530328	0.25043580627021156	1	0.0019723865877712	-1.776520716047299	163.26649226566423
